Previous Input,Current Input,Sum Propagation Delay,Cout Propagation Delay,Energy Dissipation at tau (kT),Energy Dissipation Total (kT)
000,000,0.0,0.0,38004.7317051503,48520.981853507554
000,001,46515000.0,0.0,82189.02005909751,92920.34645174316
000,010,46535000.0,0.0,82272.4783704983,92996.12119162266
000,011,0.0,46065000.0,111062.6961499807,124637.19737072884
000,100,28370000.0,0.0,57842.66340440311,68359.78753708079
000,101,36500000.0,63700000.0,176835.01342328844,191451.48083807985
000,110,36520000.0,63720000.0,176932.02009061718,191544.08353708527
000,111,28370000.0,46065000.0,130903.7822382307,144479.4261958949
001,000,34810000.0,0.0,80965.22478302715,92007.43046293399
001,001,0.0,0.0,37971.324816563894,48478.29495133574
001,010,0.0,0.0,58233.63589604067,68745.31867194797
001,011,38065000.0,46065000.0,147969.85474345455,161999.72109980916
001,100,60405000.0,44780000.0,191172.6899001347,203104.52816734757
001,101,20160000.0,46140000.0,127932.05646891933,141606.94290727976
001,110,20290000.0,46270000.0,148324.7401858544,162020.245838757
001,111,63755000.0,41660000.0,258941.47635805205,273390.80099373794
010,000,34660000.0,0.0,82642.40020285231,93686.22983604542
010,001,0.0,0.0,58292.91705730334,68813.94844891485
010,010,0.0,0.0,37943.26697456974,48441.770096651446
010,011,37780000.0,46065000.0,149537.23352491364,163565.7275300276
010,100,60245000.0,44440000.0,192060.28901852987,203987.29026133093
010,101,20310000.0,46290000.0,148394.89322394258,162099.30858433174
010,110,20160000.0,46140000.0,127908.58320427478,141576.97350215053
010,111,63460000.0,42115000.0,260045.56672556867,274488.72928923386
011,000,0.0,29795000.0,90693.44932637367,101507.40945230845
011,001,61000000.0,34605000.0,139679.57942950263,151247.68998079572
011,010,61195000.0,34590000.0,138532.266754312,150090.72613049526
011,011,0.0,0.0,47308.64743974452,60391.15928342837
011,100,28370000.0,29795000.0,110531.56529957162,121346.45032763232
011,101,51685000.0,78165000.0,231477.24899845658,247350.7743019424
011,110,51875000.0,78350000.0,230367.75842503735,246248.9951960942
011,111,28370000.0,0.0,67146.76418134428,80230.20099935666
100,000,17185000.0,0.0,58728.140322530046,69434.87952109832
100,001,45970000.0,0.0,89819.88974283115,100553.27291261677
100,010,45995000.0,0.0,89916.3944391361,100642.0952646289
100,011,17185000.0,46065000.0,131786.06075952185,145551.05521609297
100,100,0.0,0.0,37999.01270141247,48513.39320048044
100,101,38040000.0,63700000.0,159783.0728657859,174399.5402805813
100,110,38060000.0,63720000.0,159878.1840415242,174490.24748799636
100,111,0.0,46065000.0,111060.13506208673,124633.03535411647
101,000,0.0,34370000.0,129568.5414572434,140941.03422934003
101,001,43695000.0,34475000.0,115959.88305550434,127188.41479578565
101,010,43710000.0,34475000.0,136189.619980725,147423.43222674404
101,011,29240000.0,0.0,179029.31541202875,193093.9986797626
101,100,61120000.0,52205000.0,139255.29392693168,151217.7445026636
101,101,0.0,0.0,47337.6692683283,60432.0970275747
101,110,0.0,0.0,67740.36953804169,80852.3656832333
101,111,64375000.0,0.0,187534.1509982647,201976.13959302817
110,000,0.0,34370000.0,131119.92501629386,142492.91152046554
110,001,43710000.0,34475000.0,136245.60535253794,147488.73935080654
110,010,43695000.0,34475000.0,115932.0918186889,127152.30840319204
110,011,28650000.0,0.0,180159.96223944964,194222.1318521591
110,100,60960000.0,52050000.0,140900.89863537275,152858.6900214592
110,101,0.0,0.0,67808.4636485683,80928.90989116895
110,110,0.0,0.0,47314.10199759061,60402.00404851424
110,111,64090000.0,0.0,189028.09950246368,203463.79572367002
111,000,2910000.0,29795000.0,100440.4845629486,111254.44468888233
111,001,61000000.0,34605000.0,149426.61453309035,160994.72508438345
111,010,61195000.0,34590000.0,148279.30189369887,159837.76126988212
111,011,2910000.0,0.0,57055.682672339826,70138.19451602495
111,100,7890000.0,29795000.0,102463.75589524311,113276.90800693579
111,101,52080000.0,78165000.0,224125.11845298624,239998.64375647204
111,110,52265000.0,78350000.0,223011.09253793157,238892.3293089884
111,111,7890000.0,0.0,59078.954777276,72160.6586789127
